genre_id,name,full_path,year_emerged,description,artists
33.11,Fusion/Jazz Rock,33.11: Jazz -> Fusion/Jazz Rock,1970,"Acoustic traditional Jazz (also called Straight Jazz) reached its saturation point at the end of the sixties: due to its experimental nature almost every genre was already invented. Jazz had to <b>cross over into</b> the territories of the hottest music of the time: <b>Funk</b> for example, but mainly <b>Rock</b>. This powerful reinvention became so popular and well-spread, with many derivative genres, that it simply was called “<b>Fusion</b>”, although Jazz Rock is also a correct term. Fusion fuses traditional Jazz melody and rhythm and Jazz elements such as <b>improvisation and complex interplay</b> with <b>Rock instruments</b> (electric guitars, basses, synth), amplification, and <b>simple harmonies</b>. <br><br>The main structure was <b>similar to Free Jazz</b>, as once again, Fusion was invented by Miles Davis (who invented four different Jazz genres throughout his career). Rock influences came mostly from Acid Rock, although Fusion artists were also interested in Progressive Rock and during the seventies, there was quite some overlapping between Prog Rock of that time and Fusion. Jazz Rock marked the end of a Jazz Era (Modern Jazz) and the beginning of a new one (<b>electronic Jazz</b> or Post-Jazz).
","[""Billy Cobham"",""Chick Corea"",""Herbie Hancock"",""Joseph Patrick Moore"",""King Gizzard & The Lizard Wizard & Mild High Club"",""Mahavishnu Orchestra"",""Miles Davis"",""Return to Forever"",""Stanley Clarke"",""The Tony Williams Lifetime"",""Weather Report""]"
33.12,Smooth Jazz,33.12: Jazz -> Smooth Jazz,1975,"The Jazz era after Fusion - also known as <b>Post-Fusion</b>, Post-Jazz, or Freebop – had to deal with the growing popularity and commercial approach of R&B, particularly Disco. As such, an offshoot of Fusion known as Smooth Jazz, became the favorite <b>puppet of</b> Jazz-related <b>record companies</b>, more profit-fixated than before. Experimentality became replaced by <b>radio friendly</b>, easy-listening music. Smooth Jazz aka <b>Pop Jazz</b> is supposed to sell - en large - with a slick, heavily<b> produced and</b> of course <b>smooth sound</b>. Jazz’s commercial direction is a striking part of the seventies “me generation”, where capitalist yuppies replaced naïve hippes. Of all different Jazz genres, it’s one of the <b>plainest</b>, with only <b>one or two instruments</b> playing melodies. Often there’s a <b>saxophone</b>, which is characteristic for Smooth Jazz’s (unintentional) <b>erotic connotation</b>: the music genre was a staple in erotic films or scenes during the late seventies and early eighties. After this period, Smooth Jazz also sparked reinterest in soft Pop music and paved the way for New Adult Contemporary (N.A.C). Critics, especially fans of classic and complex Jazz genres like Bop, describe Smooth Jazz as <b>cheesy and predictable</b>. Derogatory genre names like “<b>Fuzak</b>” and “<b>Hot Tub Jazz</b>” (New Age Jazz) reassert their opinions, while also holding a certain ground.  After all, Smooth Jazz is often catered as <b>background music</b> for bars or restaurants or just to relax at home. Be that as it may, its overall popularity is still significant, because it delivers exactly what it promises: <b>Easy-Listening</b>.
","[""Candy Dulfer ft. Dave Stewart"",""Dave Grusin"",""David Sanborn"",""George Benson"",""Kenny G"",""Kenny G."",""Larry Carlton"",""Larry Linkin"",""Laura Fygi"",""Najeee"",""Rippingtons"",""Spyro Gyra"",""Yellowjackets""]"
33.13,Acid Jazz,33.13: Jazz -> Acid Jazz,1988,"Acid Jazz is a crossover genre gone too far: there is barely any Jazz left in it. There’s actually almost zero ‘acid’ about it as well, except a slight <b>psychedelic</b> sound, placing it high on the chart for poorly chosen genre names. In fact it’s more of the deepest funky Fusion combined with Rap, so <b>Fusion Rap</b> would be more appropriate. But the name is no error: Acid Jazz was a deliberate and <b>firm reaction</b> from the British Soul scene <b>against</b> the fiddling “nonsense” of<b> Acid House</b>. The leading record label – also named Acid Jazz – was determined to compensate Acid House with what they regarded as “quality music”, heavily influenced by <b>Rare Groove records</b>. <br><br>A steady Hip-Hop <b>breakbeat</b>, lots of <b>percussion</b>, Jazz harmonies and funky basslines (often with the aid of a synthesizer) are the key flavors of Acid Jazz. These elements blend perfectly until the <b>roots</b> of the genre are <b>no longer traceable</b>. It was a short but popular <b>craze</b>, right before EDM conquered the music scene. Due to its highly danceable nature, a new type of dance, <b>Jazzdance</b>, was invented along with it (which became more or less a synonym of the music itself). It can be hard to separate Acid Jazz from Jazz Funk with heavy breaks, if it wasn’t for the (abundant) use of <b>vocals</b>.
","[""Galliano"",""Groove Collective"",""Incognito"",""James Taylor Quartet"",""Jamiroquai"",""M-People"",""Max Sedgley"",""Red Baraat"",""Stereo MC’s"",""The Brand New Heavies"",""Tony Allen, Dave Okumu & Joan As Police Woman"",""US3""]"
33.14,Nu Jazz/Electro Jazz,33.14: Jazz -> Nu Jazz/Electro Jazz,1995,"During summer afternoons or evenings, in <b>picturesque</b> metropolitan <b>suburbs</b> (such as Saint-Germain, Paris), Nu-Jazz would be the ideal <b>background music</b> for any café terrace or coffee bar. It is electronic, <b>melodic, playful Jazz</b> with lots of <b>soothing, ambient</b> sound effects that wash over the gentle Jazz percussion like a warm summer breeze. Being made <b>entirely electronic</b>, it marked the end of the traditional Jazz band. All Jazz music from Nu-Jazz and forward – dominantly electronic and often home produced like EDM – is conjoined under the portmanteau “<b>Future Jazz</b>”. Future Jazz succeeded where contemporary Blues failed: renewing Jazz in the 21st century.<br><br>Nu Jazz, also known as <b>Jazztronica, Phusion</b> or Electro Jazz, can have a broad range of influences, such as <b>deep basses</b> from Ambient House or Deep House, <b>groovy drum rhythms</b> from Breakbeat, and exotic percussion from Latin genres. This makes Nu-Jazz a core genre (or the) of the second or <b>electronic wave of Lounge</b>, and it’s easily mistaken for Broken Beats or other Lounge genres. But these influences are subtle enough to not masquerade the fact that it truly is Jazz. Nevertheless, Nu-Jazz differs radically from older Jazz genres in means of production (<b>solo and recorded</b> versus live and in band) and its electronic sound. Hence, most Jazz enthusiasts regard Nu-Jazz rather as a rupture instead of a continuation within Jazz and encourage its classification among non-Jazz genres (Lounge, House, Breakbeat, Downtempo…). But in the realm of music, tradition is a bad advisor for survival.
","[""Alabaster dePlume"",""Alex Kid"",""Ben Lamar Gay"",""DJ Cam Quartet"",""David Axelrod"",""De-Phazz"",""Grand Tourism ft. Terry Callier"",""Jazzanova"",""Llorca"",""Marc Moulin"",""Pino Palladino & Blake Mills"",""Saint-Germain"",""Tananas"",""Trüby Trio""]"
33.15,Original Afrobeat,33.15: Jazz -> Original Afrobeat,1960,"Afrobeat is a dynamic West African music genre pioneered by Fela Kuti that blends traditional Yoruba rhythms, highlife, and jazz with American funk and soul. Key artists in this tradition include Femi Kuti, Seun Kuti, and Antibalas.Genre DescriptionCore Sound: Combines heavy, infectious funk grooves, intricate percussion, jazz horns, and chanting vocals.Song Structure: Features long-form tracks (often 10 to 30 minutes) that start with a slow-building instrumental jam before vocals and explosive horn solos enter.Large Orchestras: Uses massive bands with multiple guitarists, bassists, drummers, and a large horn section.Political Message: Built on strong, critical anti-corruption and pro-African political lyrics.

It is important not to confuse this with Afrobeats (with an s), which is a less folk-focused and more modern/hip-hop sounding genre.
","[""Antibalas"",""Fela Kuti"",""Fela Kuti & Afrika 70"",""Fela Kuti, Afrika 70 & Ginger Baker"",""Femi Kuti"",""Hugh Masekela"",""Orchestre Poly-Rythmo"",""Tony Allen""]"
34,Caribbean & Afrobeats,34: Caribbean & Afrobeats,null,"Jamaican music is regrettably often reduced to its most popular export Reggae. Reggae’s international appeal quickly surpassed the threshold which defines world music. This becomes very clear when compared to the music of neighbouring countries like Cuba and Haiti. But there are more Jamaican music genres that all have become more popular than world music. What is even more important than their popularity is the fact that Jamaican music creates a critical shackle between Rock, Rap and Dance. Almost all Jamaican music genres share certain characteristics which not only give them a very distinguishable sound but also explain the tremendous influence on other genres, particularly British ones. As Jamaica used to be a British colony until 1962 (which is after the rise of Ska), the import of Jamaican music into the UK has always been thriving (like the cargos from the infamous Trojan record label for example).<br><br>Jamaica had no radio stations at all let alone music television. The only way for Jamaican public to enjoy music they didn’t have to buy themselves, was by attending local “sound systems”: very large, mobile stereo systems with different types of speakers and turntables. To supply these sound systems with records, there were recording studios everywhere.  Therefore, Jamaican music is focused on recording, not performing. Live gigs were virtually non-existent and vinyl reigned supreme.  It is no wonder that many pioneering recording and loudspeaker techniques were invented in Jamaica. Because of sound systems, Jamaican music is made to be played outdoors (with the exception of Dancehall). This is particularly noticeable in the dedication (mainly amplification) on the drum and bass parts. Unsurprisingly, Jamaican music has always been extremely popular at festivals abroad, which helped Jamaican music popularity move forward.<br><br>The Jamaican culture of record producing and spontaneous sound systems has been around as long as the music itself, i.e. even as early as Mento.  This means that Jamaica also introduced the concept of the DJ long before Eurodisco and EDM. The “Disk Jockey” or record player is known as the “Selecta” or selector. The DJ works together with the “MC” or “Master of Ceremony”, who does the “toasting”: Jamaican slang for adding live vocals. The MC also provides “peps”, which are speedy vocals in a Jamaican dialect (that may sound like gibberish) to pep up the crowd, later annexed by Drum ‘n’ Bass. In the beginning the Selector and the MC was one and the same person, but as these two occupations became separated from each other, their respective responsibility increased. Sound systems expanded as well, evolving in more than just a big piece of equipment. They became a treasured relic for a posse of involved artists and technicians. Such sound system posses regularly held battles against each other, to see who had the best records, mixing skills, or toasting talents. More often than not, these battles escalated in a hail of violence: imagine two neighborhood street parties of feuding families shooting at each other.<br><br>Another characteristic of all Jamaican music is a strong emphasis on the offbeat. This gives the music a laidback sound, ideal for warm outdoor weather and smoking marihuana. Indeed, cannabis – cultivated on Jamaica itself – is also partly responsible for the way most Jamaican music sounds, although its influence on the genre must not be exaggerated.<br><br>Besides all technical elements that define Jamaican music, there are other elements which have become a custom overseas, leading to Jamaican or Reggae subcultures in various other countries. Rastafarian colored artwork (red-yellow-green), similar fashion, or dreadlocks as a haircut for example. Dreadlocks were originally a Rastafarian symbol of spirituality, rebellion, individualism and proudness of race (as dreadlocks are something other races cannot so easily obtain). Jamaican music after all is more about non-conformity and originality than anything else. Jamaicans only play what they like. If it is not how they want it, they alter it. If it stops being made, they make it themselves. If it doesn’t exist, they invent it. Unfortunately, the island has ceased to produce any truly original genres since Ragga. Yet one would do well to keep a close eye on any music it brings forth.
",null
34.01,Mento,34.01: Caribbean & Afrobeats -> Mento,1951,"All Jamaican music didn’t just appear out of thin air of course. A long and diverse culture of (European and African) <b>Folk</b> music already existed on the Island. This slowly led to the first real popular music genre: Mento. Mento was mostly <b>Calypso</b> (a Latin genre from Trinidad & Tobago) with <b>R&B influences</b>. Because Jamaica forms a junction between American, Latin and other music, Mento featured a whole <b>plethora of different instruments</b>, sounding more chaotic than harmonic. The most important thing however, were the unique lyrics; singers didn’t sing but spoke in a rhythmical and improvised way on top of the music, which was called “<b>Toasting</b>”. These “toasts” would much later be a major influence on Rap and Drum ‘n’ Bass. Mento can be regarded as a Folk music genre instead of a popular one, but being the pioneering Jamaican music genre, it makes sense to include it. Mento artists liked to think of themselves as a part of <b>aristocracy</b>, because the country was still a British colony in the fifties. This is shown in nobility titles such as Prince, Lord, Count, Duke, and King, which became a bit of a tradition in Jamaican music. After Mento, “<b>Bluebeat</b>”, a New Orleans based type of Rhythm ‘n’ Blues named after a record company, paves the way for Ska.
","[""Count Lasher"",""Harry Belafonte"",""Lauren Aitken"",""Lord Christo"",""Lord Composer"",""Lord Flea"",""Lord Fly"",""Lord Lebby"",""Louise Bennett""]"
34.02,Original Ska,34.02: Caribbean & Afrobeats -> Original Ska,1960,"Ska really put the Jamaican music scene on the map. The nearest American city, New Orleans, brought its own version of <b>R&B (Bluebeat)</b> to the island where the sound was drastically changed. Sound effects like <b>echos</b> and advanced electronic instruments like <b>turntables and sound systems</b> (e.g. the famous Channel 1 and Cocksone Campbell systems) made this possible. The R&B rhythm of Bluebeat became accompanied by a<b> marching beat,</b> an influence from Rock 'n' Roll. Although there are (African) vocals, Ska (like a lot of Jamaican music) is more about the sound and feeling: <b>optimistic, serene and peaceful</b>. Blissful Jazzy riffs, <b>horns and staccato guitars</b> are the main tools to achieve this. Ska is also known for its <b>large brass orchestras</b> (10-20 people) dominating the music, whereas bass is rather simplistic with accent on the offbeat.<br><br>When Detroit Soul and Philly Soul started to <b>eclipse New Orleans Soul</b> (Southern Soul) and New Orleans Blues, Ska experienced a sharp rise, as the Jamaican public - fond of the <b>Crescent City’s music</b> - was forced to take matters in their own hands. This happens simultaneously with the <b>independence of Jamaica</b> in 1962, providing a tremendous opportunity to create a <b>unique and national sound</b> for a new country. Ska becomes a huge success, accompanied by its own jagged, hyperactive type of dancing: <b>Skank</b>. With two subsequent and important <b>ska-revivals</b> (abroad), skank also receives an overhaul and gets picked up later by Hardcore Punk & Jump Up. For the sake of clarity, this genre is therefore pinpointed as the <b>first wave of Ska</b> or <b>Jamaican Ska</b>
","[""Arthur Kay"",""Bad Manners"",""Big 5"",""Derrick Morgan"",""Desmond"",""Desmond Dekker"",""Ernest Ranglin"",""International Beat"",""Jimmy Cliff"",""Judge Dread"",""King Edwards"",""King Hammond"",""Laurel Aitken / Potato 5"",""Loafers"",""Mark Foggos Skasters"",""Maroon Town"",""Natural Rhythm"",""Owen Gray"",""Potato 5"",""Prince Buster"",""Ska Boys"",""Skaboom"",""Skadows"",""Skin Deep"",""Special Beat"",""The Ethiopians"",""The Hot Knives"",""The Riffs"",""The Selecter"",""The Skatalites"",""The Upsetters"",""Toots & The Maytals""]"
34.03,Roots Reggae,34.03: Caribbean & Afrobeats -> Roots Reggae,1968,"The optimism for new and better governance was quickly waning, when Jamaican citizens realized they were not better off with independence than with colonization. During its infancy as a state, Jamaica failed to address the needs of the poor, especially in urban <b>ghettos</b>. These places became the breeding ground for a new, <b>slower</b> type of Rocksteady: “Reggae”. Embedded in the s<b>unny, warm Caribbean climate</b> of Jamaica and influenced by the abundant availability of <b>marihuana</b>, Reggae doesn’t sound as much <b>reactionary</b> as it is. But to this very day it has never ceased to question authority. Reggae exploded in <b>1972</b>, thanks to both the <b>10 year anniversary</b> of the country (and thus a decade of failed politics) and the film release of “<b>The Harder They Come</b>”, which made Reggae popular overseas.<br><br>The <b>bass guitar</b> became Reggae’s leading instrument, which dropped the first beat of a bar, creating the so called “<b>one drop rhythm</b>” which gives Reggae its characteristic offbeat sound. The rhythm <b>staccato guitar</b> moved to the background, but other <b>Ska characteristics</b> were still clearly audible. This Early Reggae eventually got claimed as the subcultural music of the <b>spiritual Rastafari movement</b>. Rastafari is a special Jamaican faith dating back as early as the thirties, which deals about many issues that are also attributed to Reggae: religion, racism, ghetto-life, cannabis use, <b>African roots</b> and more. The term “<b>Roots Reggae</b>” is either reserved for Reggae strongly expressing Rastafari beliefs and issues, or to distinguish the genre from other Jamaican music.
","[""Askia Modibo"",""Bedouin Soundclash"",""Biekbala Mujik"",""Black Uhuru"",""Bob Marley & The Wailers"",""Bob Marley & the Wailers"",""Buju Banton"",""Bunny Wailer"",""Burning Spear"",""BélO"",""Chronixx"",""Clint Eastwood & General Saint"",""Damian Marley"",""Dennis Brown"",""Don Carlos"",""Dread Zeppelin"",""Eek-A-Mouse"",""Elan Atias"",""Eric Donaldson"",""Gregory Isaacs"",""Half Pint"",""House of Rhythm"",""Israel Vibration"",""Johnny Nash"",""Junior Murvin"",""Kabaka Pyramid"",""Lucky Dube"",""Majek Fashek"",""Matisyahu"",""Max Romeo"",""Peter Tosh"",""Prince Far I"",""Protoje"",""Protoje, Chronixx"",""Protoje, Mortimer"",""Rasha"",""Rebelution"",""Rocky Dawuni"",""Sylford Walker"",""Third World"",""UB40"",""Wayne Wade"",""Ziggy Marley""]"
34.04,Dub,34.04: Caribbean & Afrobeats -> Dub,1970,"The early Reggae composers probably never thought that Dub was going to be such an important and <b>influential</b> genre. Dub started out as <b>instrumental B-sides</b> or <b>copy records</b> of Reggae or Rocksteady records. Hence the word “dub” was derived from the name of a copy record: a <b>dubplate</b> (double plate). The original music is completely <b>stripped down</b> of all instruments and then <b>rebuilt</b> in the same way but entirely <b>electronically</b> and much, much <b>slower</b>. Dub features lots of <b>sound effects</b>, especially <b>echo and reverb</b>, and incredibly <b>heavy subsonic bass</b> designed to be played on typical Jamaican<b> sound systems</b> (which have massive bass woofers and air scoops to support Dub music). One of the main characteristics of Dub manipulation is <b>delay</b>, which is used on many different parts of the song and often in an extensive, panoramic manner. This gives Dub its typical “wah-wah” feeling where sounds seem to bounce back from the walls and never die. All these sound effects synergize well with cannabis, which strongly influenced Dub music (and continues to do so).<br><br>Because of its <b>pioneering technology</b> yet <b>dreamy and surreal sound</b>, Dub was an important inspiration for all kinds of music and remains a living stream in the contemporary world of popular music. In the nineties, Dub gets influenced by EDM instead of the other way around, and becomes the subgenre <b>Digidub</b> (digital Dub).
","[""Augustus Pablo"",""Bunny Lee"",""Dillinger"",""Jah Shaka"",""King Jammy"",""King Tubby"",""Lee “Scratch” Perry"",""Mad Professor "",""Scientist"",""Tommy McCook & the Agrovators"",""Winston Riley""]"
34.05,Reggaetón & Latin Rap,34.05: Caribbean & Afrobeats -> Reggaetón & Latin Rap,null,"Latin Rap, a mixture of <b>Gangsta</b> Rap and Latin music, proved to be a successful cocktail. The mix of exotic breakbeat rhythms (filled with <b>brass, congas or Latin instruments</b>) and <b>Spanish</b> rap lyrics created an almost unrivaled tropical atmosphere and attitude of ‘coolness’. Latin Rap was far from slow and laidback but rather <b>spicy and furious</b>, meant to be played at max volume while cruising through the favelas and Hispanic ghettos. Instead of adding Latin elements to Rap music (what happened in the US), artists in <b>Puerto Rico</b> added American Gangsta Rap to their native music (mainly <b>heavy Bomba and a bit of Plena</b>) creating a whole new genre: Reggaetón (which has nothing to do with Reggae, but did get influenced by Dancehall). The result was similar to Latin Rap, but the rhythm was entirely based on Bomba with no R&B samples whatsoever, and the lyrics were even more <b>explicit</b> than Latin Rap. Reggaeton is based on the Ragga <b>Dembow riddim</b>, which uses the snare of a drum machine. The genre eventually made a surprising transfer to the world of Electro House, leading to Moombahton.
","[""Beenie Man"",""Calle 13"",""Chaka Demus & Pliers"",""Chingo Bling"",""Cypress Hill"",""Daddy Yankee"",""Don Omar"",""El Alfa, Busta Rhymes & Anitta ft. Wisin, CJ, El Cherry Scom"",""Fredy Omar Con Su Banda"",""Juan Gotti"",""Kid Frost"",""Kreyol Syndikat"",""MC Digu ft. MC Pipokinha"",""Magazeen"",""Mr. Vegas"",""Munga"",""Peter Metro / Yellow Man"",""ROSALÍA"",""Raquel Sofia"",""Rosalía"",""Shabba Ranks Feat. Chevelle Franklin"",""Shaggy"",""Spice"",""Super Cat"",""Tégo Calderon"",""Wisin"",""Yandel"",""Yellowman"",""Zeca Baleiro""]"
34.06,Afrobeats,34.06: Caribbean & Afrobeats -> Afrobeats,null,"Afrobeats (often referred to as West African Pop or Afro-pop) is a vibrant, rhythm-driven global genre that originated in West Africa—primarily Nigeria and Ghana—in the late 2000s and 2010s.

Genre Breakdown
Note on naming: Afrobeats (with an ""s"") is distinct from Afrobeat (no ""s""), the 1970s political funk-jazz fusion pioneered by Fela Kuti. While modern Afrobeats draws inspiration from Afrobeat, it is a contemporary umbrella term for modern West African pop.

Key Musical Characteristics
Complex Percussion: Driven by syncopated drum patterns, log drums, congas, and modern electronic 808s that invite immediate movement.
Melodic Hooks & Vocals: Features laid-back, smooth vocal arrangements, catchy call-and-response chorale hooks, and dynamic cadences.
Linguistic Fusion: Lyrics frequently blend English, Nigerian Pidgin, Yoruba, Igbo, French, or Akan (Twi).
Cross-Genre Hybrids: Integrates elements of dancehall, Caribbean soca, American R&B, hip-hop, and South African Amapiano.
","[""A-Star"",""Afro B ft. Wizkid"",""Asake"",""Ayra Starr"",""Burna Boy"",""Davido"",""Don Jazzy, Tiwa Savage, Dr SID, D’Prince & The Mavins"",""Fireboy DML"",""Major Lazer Ft. Burna Boy"",""Rema"",""Sarkodie ft Fuse ODG"",""Tems"",""Tiwa Savage"",""Wizkid"",""Worlasi"",""Zlatan""]"
34.07,Rocksteady,34.07: Caribbean & Afrobeats -> Rocksteady,null,"Right after the British Mersey Beat Revolution a small youth subculture, the mods, existed, that listened to their own type of mod Rock & Roll. Almost exactly the same happened in Jamaica after the Ska revolution: <b>young gangsters</b> and street kids (known as “<b>rude boys</b>”) changed the happy, uptempo Ska in something they could relate to: much <b>cooler, slower</b> music (influenced by Soul) with an <b>easy but powerful bass</b> and more Rock influences such as <b>electric guitars</b> (though sparse). This rude boy music became known as Rocksteady. And just as Punk, Rap or Mod, the lyrics were more often than not about<b> political issues</b>, although the music sounded nowhere near as rough, but was often performed in R&B-like <b>small harmony groups</b>. The reason for implementing political content and a <b>slower, laidback and more serious tempo </b>was a <b>slowly growing discontent</b> with the very first Jamaican government installed after the independence in 1962. Another reason for the slowing down of Jamaican music lay in the simple fact that many musicians just didn’t like to play Ska’s hyperactive rhythm. Particularly of notice for Rocksteady, is the famous Jamaican <b>Tuff Gong Records</b> label. Right before the rise of Reggae, Rocksteady led to a specific subgenre known as “<b>Poppa-Top</b>”, which had a looser and bubblier rhythm.
","[""Alton Ellis"",""Delroy Wilson"",""Hopeton Lewis"",""Ken Boothe "",""Phillis Dillon"",""Rita Marley"",""Slim Smith & the Uniques"",""Stranger Cole"",""The Heptones"",""The Melodians "",""The Paragons""]"
34.09,Calypso & Soca,34.09: Caribbean & Afrobeats -> Calypso & Soca,1912,"Originating in Trinidad and Tobago, Calypso evolved from African griot traditions and slave emancipation songs, characterized by witty social commentary and syncopated brass rhythms. In the 1970s, Lord Shorty fused Calypso with Indian rhythmic instruments (dholak, tabla) and American Soul/Funk to create ""Soca"" (Soul of Calypso)—a high-bpm, party-centric genre designed for Carnival.
","[""Bunji Garlin"",""Byron Lee / Dragonaires"",""Calypso Rose"",""Destra Garcia"",""Kes"",""Lord Kitchener"",""Lord Shorty"",""Machel Montano"",""Mighty Sparrow""]"
34.10,Zouk & Bouyon,34.10: Caribbean & Afrobeats -> Zouk & Bouyon,1979,"Pioneered by the French Antillean band Kassav' in Guadeloupe and Martinique, Zouk revolutionized Caribbean pop by blending local Gwo Ka percussion with studio synthesizers, lush horn lines, and complex funk basslines. In Dominica, Zouk fused with local Kadans and Jing Ping traditions to yield high-energy Bouyon, which later influenced modern Afrobeats and Soca.
","[""Francky Vincent"",""Jocelyne Béroard"",""Kassav'"",""Triple Kay"",""WCK (Windward Caribbean Kulture)""]"
34.11,Traditional Cuban (Son & Rumba),34.11: Caribbean & Afrobeats -> Traditional Cuban (Son & Rumba),1890,"Cuban music serves as the primary bridge between West African clave rhythms and Western harmony. Afro-Cuban Rumba provided street-level percussion and vocal call-and-response, while Son Cubano merged Spanish classical guitar with African drums (bongo, marimbula). Son became the direct foundational blueprint for mid-20th century Salsa.
","[""Arsenio Rodríguez"",""Buena Vista Social Club"",""Compay Segundo"",""Célia Cruz"",""Irakere"",""Los Muñequitos de Matanzas"",""Meridian Brothers"",""Orquesta Akokán""]"
40,Rap & Hip-Hop,40: Rap & Hip-Hop,null,"Hip-Hop culture—encompassing MCing, DJing, breakdancing, and graffiti—originated in the South Bronx of New York City during the early 1970s. Emerging from neighborhood block parties powered by massive sound systems, the genre was built on the innovation of isolating and looping instrumental breakbeats from Funk, Disco, and Soul records. Over the decades, Hip-Hop evolved from a localized urban subculture into the dominant global force in popular music, redefining vocal delivery, music production, and street culture worldwide.<br><br>Musically, Rap is defined by rhythmic vocal delivery (rhyming and flow) laid over structured beats. The genre's evolution traces a continuous push-and-pull between party-oriented entertainment, fierce regional rivalries, raw social critique, and high-level studio production. From the sample-heavy boom-bap of the East Coast and the synthy, laid-back grooves of the West Coast to the sub-bass heavy strains of Southern Trap and UK Drill, Hip-Hop remains a versatile, constantly mutating movement.
",null
40.01,Old School & Golden Age,40.01: Rap & Hip-Hop -> Old School & Golden Age,1974,"The foundational era of Rap emerged from <b>South Bronx block parties</b> where early pioneers like DJ Kool Herc, Grandmaster Flash, and Afrika Bambaataa isolated <b>funk and disco breakbeats</b> using turntables and drum computers. Initially characterized by playful, party-rocking rhymes and <b>spontaneous MCing</b> over live-mixed instrumental loops, the music expanded dramatically in the mid-1980s. The <b>Golden Age</b> brought unprecedented technical refinement: MCs shifted to <b>eloquent flows</b>, complex internal rhyme schemes, and socio-political themes, while producers embraced <b>harder drum machines (TR-808)</b> and aggressive rock samples (championed by Run-D.M.C. and Def Jam), bringing Hip-Hop into mainstream global consciousness.
","[""Beastie Boys"",""Biz Markie"",""Boogie Down Productions"",""Doug Lazy"",""EPMD"",""Eric B. & Rakim"",""Fat Boys & Chubby Checker"",""Grandmaster Flash & the Furious Five"",""KMD "",""Kurtis Blow"",""LL Cool J"",""Nice & Smooth"",""Public Enemy"",""Rob Base"",""Run-D.M.C."",""Run-DMC"",""Salt-N-Pepa"",""Slick Rick"",""Sugar Hill Gang"",""The Sugarhill Gang"",""Tone Loc"",""Young MC""]"
40.02,East Coast & Hardcore,40.02: Rap & Hip-Hop -> East Coast & Hardcore,1986,"As Hip-Hop matured in its birthplace, East Coast rap developed a distinct, atmospheric identity centered around <b>grit, lyricism, and boom-bap drum patterns</b>. Pioneered in New York, the sound relies heavily on <b>jazz, soul, and dark piano samples</b> layered over crisp, swinging snares. Lyrically, East Coast MCs elevated the art of storytelling, detailing urban survival, complex street narratives, and <b>mafioso-inspired ambition</b>. Hardcore Rap emerged as an aggressive counterweight to radio pop, showcasing raw, unfiltered vocal delivery, dense wordplay, and intense posse cuts.
","[""50 Cent"",""Big L"",""Big Pun"",""Big Sean"",""Blimes and Gab"",""Bodega Bamz"",""Busta Rhymes"",""Cam'ron"",""Clipse ft Tyler, the Creator"",""DMX"",""DMX, Ja Rule, Method Man & Nas"",""Eminem"",""Eminem/Fifty Cent"",""Eminem/Fifty Cent/Lloyd Banks"",""Fifty Cent"",""Fifty Cent/Nate Dogg"",""Fifty Cent/Tony Yayo"",""Fifty Cent/Young Buck"",""French Montana"",""House of Pain"",""Jay-Z"",""Jay-Z & Kanye West"",""Jay-Z & Linkin Park"",""Joey Bada$$"",""Kanye West"",""Method Man"",""Mobb Deep"",""Mobb Deep Ft. Havoc & Prodigy From H.N.I.C. Part 2 Sessions"",""Nas"",""Nate Husser"",""Notorious B.I.G."",""Pusha T"",""Roc Marciano"",""Seryoga"",""The Notorious B.I.G."",""Wu-Tang Clan"",""Young M.A.""]"
40.03,West Coast & G-Funk,40.03: Rap & Hip-Hop -> West Coast & G-Funk,1987,"Originating in Los Angeles and Compton, West Coast Rap introduced a stark, vivid portrayal of <b>ghetto realities, gang culture, and police tension</b>. After early Gangsta Rap pioneers set the tone with aggressive commentary, the sound revolutionized in the early 1990s through <b>G-Funk (Gangsta Funk)</b>. Masterminded by Dr. Dre and Death Row Records, G-Funk paired heavy <b>P-Funk samples</b> with high-pitched, whining <b>synth leads, deep Moog basslines</b>, and relaxed, melodic vocal deliveries. The result was a distinct sonic paradox: violent, explicit street tales delivered over warm, laid-back, sun-drenched grooves designed for car stereos.
","[""2Pac"",""Cypress Hill"",""DJ Quik"",""Dr. Dre"",""E-40"",""Eazy-E"",""Ice Cube"",""N.W.A."",""ScHoolboy Q"",""Schoolboy Q"",""ShooterGang Kony"",""Snoop Dogg"",""Snoop Dogg & Pharrell Williams"",""Snoop Doggy Dogg"",""Snow tha Product"",""Tha Dogg Pound"",""Vince Staples"",""Warren G""]"
